id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
22659,31,unemployed,single,tertiary,no,498,no,no,cellular,29,jan,264,2,-1,0,unknown,0
22660,43,entrepreneur,married,primary,no,629,yes,no,cellular,2,feb,70,3,265,4,other,0
22661,38,services,married,secondary,no,503,no,no,unknown,20,jun,13,4,-1,0,unknown,0
22662,46,blue-collar,married,primary,no,-326,yes,no,unknown,27,may,59,4,-1,0,unknown,0
22663,46,blue-collar,married,secondary,no,-1400,yes,no,telephone,6,may,309,3,355,4,failure,0
22664,28,admin.,single,secondary,no,230,no,no,cellular,25,jul,118,3,-1,0,unknown,0
22665,31,management,married,tertiary,no,546,no,no,cellular,7,aug,147,2,-1,0,unknown,0
22666,45,management,married,tertiary,no,409,no,no,unknown,11,jun,144,1,-1,0,unknown,0
22667,24,technician,single,primary,no,126,yes,no,unknown,20,jun,10,58,-1,0,unknown,0
22668,40,entrepreneur,married,primary,no,3676,yes,yes,unknown,15,may,101,1,-1,0,unknown,0
22669,51,management,single,tertiary,no,4305,yes,no,cellular,4,may,126,1,-1,0,unknown,0
22670,44,management,married,tertiary,no,2283,yes,yes,unknown,18,jun,81,2,-1,0,unknown,0
22671,40,unemployed,married,primary,no,3444,yes,no,unknown,19,may,792,4,-1,0,unknown,0
22672,27,technician,single,secondary,no,489,yes,no,cellular,30,jul,356,4,-1,0,unknown,1
22673,48,blue-collar,married,primary,no,5154,yes,no,unknown,14,may,70,1,-1,0,unknown,0
22674,59,retired,married,secondary,no,3414,no,no,telephone,30,jul,117,6,-1,0,unknown,0
22675,44,blue-collar,married,secondary,no,3060,yes,no,cellular,20,nov,113,1,189,2,failure,0
22676,36,blue-collar,married,primary,no,-402,no,no,unknown,21,may,173,6,-1,0,unknown,0
22677,53,services,married,secondary,no,341,no,no,cellular,30,apr,423,2,-1,0,unknown,1
22678,33,management,married,tertiary,no,594,yes,yes,cellular,9,feb,21,5,-1,0,unknown,0
22679,29,entrepreneur,single,tertiary,no,402,yes,yes,cellular,29,jul,345,5,-1,0,unknown,0
22680,36,management,single,tertiary,no,876,yes,no,unknown,23,may,241,2,-1,0,unknown,0
22681,38,technician,single,secondary,no,864,yes,no,cellular,13,may,364,1,348,1,failure,0
22682,38,blue-collar,married,primary,no,315,yes,no,unknown,27,may,173,3,-1,0,unknown,0
22683,48,management,divorced,secondary,no,720,yes,no,unknown,17,jun,277,2,-1,0,unknown,0
22684,63,retired,married,secondary,no,3579,no,no,telephone,11,nov,93,2,-1,0,unknown,0
22685,48,services,divorced,secondary,no,0,yes,yes,unknown,15,may,263,1,-1,0,unknown,0
22686,26,technician,married,secondary,no,-119,no,yes,cellular,9,jul,359,5,-1,0,unknown,1
22687,40,blue-collar,single,secondary,no,1101,yes,no,unknown,16,may,214,1,-1,0,unknown,0
22688,40,services,married,unknown,no,0,no,no,cellular,31,jul,66,34,-1,0,unknown,0
22689,53,unemployed,married,secondary,no,94,no,no,cellular,10,aug,493,1,181,14,success,1
22690,34,technician,single,secondary,no,1091,yes,no,unknown,21,may,252,2,-1,0,unknown,0
22691,50,blue-collar,married,primary,no,1290,yes,no,unknown,30,may,65,14,-1,0,unknown,0
22692,37,technician,single,secondary,no,-59,yes,no,cellular,22,jul,70,1,-1,0,unknown,0
22693,49,technician,married,tertiary,no,523,yes,no,cellular,3,apr,203,1,31,2,success,0
22694,44,admin.,married,secondary,no,14,no,yes,unknown,30,may,827,5,-1,0,unknown,0
22695,32,management,single,tertiary,no,-307,yes,yes,cellular,7,may,447,2,346,2,failure,0
22696,43,unemployed,divorced,secondary,no,1854,no,no,cellular,13,nov,131,2,197,1,success,0
22697,45,blue-collar,single,primary,no,4289,yes,no,unknown,9,jun,400,1,-1,0,unknown,0
22698,37,blue-collar,married,secondary,no,2023,yes,no,cellular,10,jul,214,1,-1,0,unknown,0
22699,31,technician,married,tertiary,no,4315,yes,no,unknown,21,may,359,1,-1,0,unknown,0
22700,40,blue-collar,married,primary,no,143,no,yes,cellular,8,jul,167,2,-1,0,unknown,0
22701,35,technician,married,secondary,no,-180,no,yes,cellular,13,aug,823,2,-1,0,unknown,1
22702,32,technician,married,secondary,no,68,yes,no,cellular,9,jul,224,1,-1,0,unknown,0
22703,50,technician,divorced,secondary,no,2910,no,yes,cellular,18,nov,364,2,-1,0,unknown,0
22704,42,blue-collar,married,secondary,no,1540,yes,yes,cellular,18,nov,158,1,-1,0,unknown,0
22705,32,services,married,secondary,no,1076,no,no,cellular,15,jul,353,3,-1,0,unknown,0
22706,31,admin.,single,secondary,no,622,no,no,cellular,18,jul,420,1,-1,0,unknown,1
22707,47,unemployed,married,primary,no,0,no,no,unknown,18,jun,308,1,-1,0,unknown,0
22708,38,admin.,single,secondary,no,4803,no,no,cellular,16,jul,129,2,182,2,success,0
22709,55,retired,married,secondary,no,3948,no,no,unknown,2,jun,266,2,-1,0,unknown,0
22710,31,management,married,secondary,no,678,yes,no,cellular,29,jan,249,1,259,4,failure,0
22711,35,management,single,secondary,no,6809,yes,no,unknown,9,may,750,7,-1,0,unknown,0
22712,43,technician,divorced,secondary,no,87,yes,no,unknown,26,may,51,2,-1,0,unknown,0
22713,43,blue-collar,divorced,secondary,no,59,yes,no,cellular,13,apr,157,3,-1,0,unknown,0
22714,28,technician,married,tertiary,no,203,no,yes,cellular,29,jan,188,3,-1,0,unknown,0
22715,31,management,divorced,tertiary,no,294,yes,no,cellular,17,jul,536,5,-1,0,unknown,1
22716,35,management,married,tertiary,no,24,yes,no,cellular,20,aug,174,2,-1,0,unknown,0
22717,35,technician,married,secondary,no,-116,no,yes,cellular,6,aug,339,2,-1,0,unknown,0
22718,28,services,married,secondary,no,4,yes,no,unknown,2,sep,10,1,-1,0,unknown,0
22719,52,technician,married,secondary,no,-38,no,no,unknown,6,jun,613,1,-1,0,unknown,0
22720,45,management,married,primary,no,4629,no,no,telephone,2,apr,285,2,-1,0,unknown,0
22721,47,self-employed,married,secondary,no,4420,yes,yes,cellular,20,nov,454,1,-1,0,unknown,1
22722,37,technician,married,secondary,no,1016,yes,yes,cellular,20,nov,195,3,8,1,failure,0
22723,43,admin.,married,secondary,no,315,no,no,cellular,23,jul,129,2,-1,0,unknown,0
22724,32,blue-collar,divorced,primary,no,-156,yes,no,cellular,24,jul,129,2,-1,0,unknown,0
22725,30,technician,married,secondary,no,-287,yes,no,cellular,14,jul,244,3,-1,0,unknown,0
22726,34,admin.,single,tertiary,no,4254,yes,no,cellular,21,nov,714,1,-1,0,unknown,1
22727,45,services,married,secondary,no,-406,yes,yes,cellular,21,jul,276,2,-1,0,unknown,0
22728,27,management,single,secondary,no,35,no,no,cellular,4,jul,255,1,-1,0,unknown,0
22729,36,management,married,tertiary,no,446,yes,no,telephone,16,jul,174,5,-1,0,unknown,0
22730,49,services,divorced,secondary,no,579,yes,no,cellular,11,may,158,1,-1,0,unknown,0
22731,25,services,single,secondary,no,94,no,no,unknown,25,feb,32,1,-1,0,unknown,0
22732,48,blue-collar,married,secondary,no,1738,yes,no,cellular,15,apr,349,1,-1,0,unknown,0
22733,43,technician,married,primary,no,4844,yes,no,cellular,19,nov,434,1,-1,0,unknown,0
22734,50,admin.,married,secondary,no,326,yes,no,cellular,11,may,124,1,369,2,failure,0
22735,35,management,single,tertiary,no,561,yes,no,unknown,12,may,405,3,-1,0,unknown,0
22736,24,technician,single,secondary,yes,-1329,yes,no,cellular,18,may,50,1,356,2,other,0
22737,33,blue-collar,single,secondary,no,-147,yes,no,unknown,30,may,652,2,-1,0,unknown,0
22738,31,technician,single,secondary,no,18,no,no,unknown,31,aug,27,1,-1,0,unknown,0
22739,32,admin.,single,secondary,no,131,yes,no,cellular,21,dec,322,1,189,1,success,1
22740,26,blue-collar,married,secondary,no,3108,yes,no,unknown,13,may,481,3,-1,0,unknown,0
22741,50,services,married,secondary,no,378,no,yes,telephone,18,jul,55,9,-1,0,unknown,0
22742,58,technician,married,primary,yes,-247,no,no,unknown,6,jun,179,1,-1,0,unknown,0
22743,37,technician,married,secondary,no,0,yes,no,cellular,22,apr,1288,3,-1,0,unknown,1
22744,37,admin.,married,secondary,no,1207,yes,no,telephone,6,apr,1353,2,138,2,success,1
22745,53,blue-collar,married,primary,no,880,no,no,cellular,31,jul,207,4,-1,0,unknown,0
22746,47,technician,married,secondary,no,293,no,no,cellular,1,jun,251,1,90,1,success,1
22747,32,management,married,tertiary,no,1852,no,no,cellular,2,feb,175,2,-1,0,unknown,0
22748,38,blue-collar,single,tertiary,no,797,yes,no,unknown,11,jun,124,4,-1,0,unknown,0
22749,34,admin.,single,secondary,no,296,no,no,cellular,20,nov,68,1,136,4,failure,0
22750,31,management,single,tertiary,no,394,no,yes,unknown,2,jul,660,3,-1,0,unknown,0
22751,32,blue-collar,single,primary,no,1918,yes,no,cellular,8,may,318,1,172,1,failure,0
22752,35,self-employed,single,tertiary,no,577,yes,no,cellular,21,jul,90,1,-1,0,unknown,0
22753,42,management,married,secondary,no,0,no,no,cellular,30,jul,458,3,-1,0,unknown,0
22754,39,blue-collar,married,secondary,no,660,yes,yes,cellular,7,may,93,4,168,3,failure,0
22755,49,admin.,divorced,secondary,no,266,yes,no,unknown,29,may,162,2,-1,0,unknown,0
22756,44,blue-collar,married,primary,no,279,yes,no,cellular,17,apr,85,1,339,6,other,0
22757,57,admin.,married,secondary,no,808,no,no,cellular,14,jul,417,3,-1,0,unknown,0
22758,31,technician,married,tertiary,yes,859,yes,no,unknown,3,jun,138,2,-1,0,unknown,0
22759,40,management,divorced,secondary,no,108,no,no,cellular,9,feb,10,6,-1,0,unknown,0
22760,39,admin.,married,secondary,no,3047,yes,no,cellular,11,may,279,1,370,2,failure,0
22761,35,blue-collar,married,unknown,no,520,yes,no,cellular,17,apr,476,1,-1,0,unknown,1
22762,46,management,single,secondary,no,5993,no,no,cellular,20,may,165,1,56,3,failure,0
22763,51,management,married,tertiary,no,346,no,no,cellular,11,aug,237,1,180,6,success,1
22764,56,management,divorced,tertiary,no,41,no,no,unknown,5,jun,179,1,-1,0,unknown,0
22765,56,blue-collar,married,primary,no,3498,no,no,cellular,15,apr,264,2,-1,0,unknown,1
22766,33,admin.,married,secondary,no,1737,no,no,cellular,30,apr,524,2,-1,0,unknown,0
22767,29,management,single,tertiary,no,536,no,no,cellular,29,jan,418,2,-1,0,unknown,0
22768,38,admin.,single,secondary,no,902,yes,no,telephone,31,jul,58,13,-1,0,unknown,0
22769,51,retired,married,primary,no,67,no,no,unknown,18,jun,835,1,-1,0,unknown,1
22770,54,management,divorced,tertiary,no,55,yes,no,cellular,27,may,183,2,-1,0,unknown,0
22771,39,admin.,divorced,secondary,no,1086,no,no,cellular,24,jul,92,1,-1,0,unknown,0
22772,59,blue-collar,divorced,secondary,no,1774,no,yes,cellular,5,feb,14,9,-1,0,unknown,0
22773,31,admin.,single,secondary,no,4198,no,no,cellular,25,nov,234,1,-1,0,unknown,1
22774,40,services,married,primary,no,1117,yes,no,unknown,13,may,280,1,-1,0,unknown,0
22775,38,blue-collar,married,primary,no,4406,yes,no,telephone,13,may,689,2,-1,0,unknown,1
22776,41,technician,married,secondary,no,1278,no,no,unknown,19,jun,532,1,-1,0,unknown,0
22777,29,student,single,tertiary,no,5,no,no,cellular,15,jul,889,5,-1,0,unknown,1
22778,35,management,married,tertiary,no,1100,no,yes,cellular,29,jan,127,2,-1,0,unknown,0
22779,36,admin.,married,unknown,no,2323,no,no,cellular,19,nov,111,1,-1,0,unknown,0
22780,37,management,married,tertiary,no,620,yes,no,cellular,17,nov,93,3,-1,0,unknown,0
22781,50,admin.,divorced,secondary,no,556,yes,no,cellular,25,jul,305,1,-1,0,unknown,0
22782,47,services,married,secondary,no,1717,no,no,cellular,20,aug,216,9,-1,0,unknown,0
22783,45,blue-collar,married,secondary,no,-149,yes,no,unknown,15,may,644,2,-1,0,unknown,0
22784,59,management,single,tertiary,no,7668,no,no,cellular,5,aug,124,1,-1,0,unknown,0
22785,39,blue-collar,single,primary,no,-21,no,no,unknown,15,may,121,3,-1,0,unknown,0
22786,30,blue-collar,single,primary,no,296,no,no,telephone,5,feb,41,7,-1,0,unknown,0
22787,33,blue-collar,married,primary,no,3512,yes,no,cellular,19,nov,251,1,183,2,failure,0
22788,57,blue-collar,married,secondary,no,221,yes,no,unknown,9,may,122,2,-1,0,unknown,0
22789,56,admin.,divorced,secondary,yes,-435,yes,yes,unknown,9,may,185,2,-1,0,unknown,0
22790,38,management,married,tertiary,no,1875,no,no,cellular,17,nov,286,1,-1,0,unknown,0
22791,30,technician,divorced,secondary,no,789,yes,no,cellular,12,may,356,1,-1,0,unknown,0
22792,31,student,single,unknown,no,2347,no,no,cellular,18,dec,180,2,-1,0,unknown,0
22793,53,retired,married,tertiary,no,7132,no,no,cellular,13,aug,88,2,-1,0,unknown,0
22794,55,unemployed,married,secondary,no,-246,no,yes,cellular,8,jul,305,2,-1,0,unknown,0
22795,25,admin.,single,secondary,no,248,yes,no,cellular,14,may,121,1,-1,0,unknown,0
22796,41,management,single,tertiary,no,1373,no,no,cellular,30,jul,81,2,-1,0,unknown,0
22797,48,management,single,secondary,no,290,yes,no,cellular,21,jul,257,2,-1,0,unknown,0
22798,30,blue-collar,single,secondary,no,79,no,no,unknown,23,may,125,3,-1,0,unknown,0
22799,43,management,married,tertiary,no,19,yes,no,unknown,30,may,126,2,-1,0,unknown,0
22800,32,technician,single,tertiary,no,0,yes,no,unknown,21,may,250,2,-1,0,unknown,0
22801,41,services,married,secondary,no,650,yes,no,cellular,7,jul,149,5,-1,0,unknown,0
22802,38,technician,married,tertiary,no,128,no,no,cellular,13,aug,183,5,-1,0,unknown,0
22803,48,management,married,tertiary,no,157,no,no,cellular,28,jan,417,4,-1,0,unknown,1
22804,67,retired,married,secondary,no,1146,no,no,cellular,13,aug,187,2,-1,0,unknown,0
22805,50,blue-collar,married,primary,no,40,yes,no,unknown,8,may,152,1,-1,0,unknown,0
22806,39,blue-collar,married,tertiary,no,10483,no,no,unknown,9,jun,218,1,-1,0,unknown,0
22807,40,technician,single,secondary,no,5637,yes,no,unknown,30,may,553,3,-1,0,unknown,1
22808,57,admin.,married,secondary,no,128,no,no,telephone,29,jul,143,8,-1,0,unknown,0
22809,32,technician,married,secondary,no,95,no,yes,cellular,18,jul,308,2,-1,0,unknown,0
22810,35,admin.,single,tertiary,no,1374,yes,no,cellular,15,may,319,1,-1,0,unknown,0
22811,43,unemployed,married,primary,no,9262,yes,no,cellular,6,may,45,1,-1,0,unknown,0
22812,36,services,single,primary,no,58,yes,no,unknown,6,may,134,1,-1,0,unknown,0
22813,58,retired,married,secondary,no,188,no,no,cellular,14,aug,141,2,-1,0,unknown,0
22814,60,technician,married,tertiary,no,6573,yes,no,cellular,6,nov,126,2,87,2,failure,0
22815,33,management,married,tertiary,no,0,yes,no,cellular,17,apr,378,1,-1,0,unknown,1
22816,38,housemaid,divorced,secondary,no,70,no,no,cellular,27,jan,164,4,92,4,success,1
22817,52,admin.,married,secondary,no,190,no,no,cellular,27,aug,276,3,-1,0,unknown,0
22818,29,management,single,tertiary,no,0,yes,no,cellular,13,may,155,1,351,1,failure,0
22819,29,management,single,tertiary,no,119,yes,no,unknown,28,may,136,2,-1,0,unknown,0
22820,55,retired,married,tertiary,no,2929,no,no,unknown,16,jun,556,3,-1,0,unknown,0
22821,36,unemployed,married,secondary,no,1466,yes,no,unknown,19,feb,124,1,-1,0,unknown,0
22822,55,technician,married,unknown,no,84,yes,no,unknown,8,may,166,1,-1,0,unknown,0
22823,44,housemaid,married,tertiary,no,460,no,no,unknown,17,jun,491,1,-1,0,unknown,0
22824,35,blue-collar,married,secondary,no,1290,yes,no,cellular,24,jul,211,1,-1,0,unknown,0
22825,31,admin.,single,secondary,no,223,yes,no,cellular,17,apr,508,1,315,11,success,0
22826,32,management,single,secondary,no,2018,no,no,cellular,11,aug,1238,1,-1,0,unknown,1
22827,35,technician,single,tertiary,no,1924,yes,no,cellular,20,apr,285,1,-1,0,unknown,0
22828,42,blue-collar,married,secondary,no,-430,yes,no,cellular,19,nov,298,2,-1,0,unknown,0
22829,26,self-employed,single,tertiary,no,993,no,no,cellular,8,oct,152,1,-1,0,unknown,0
22830,44,technician,married,secondary,no,2575,yes,yes,cellular,29,jul,129,2,-1,0,unknown,0
22831,33,services,married,secondary,no,204,yes,yes,cellular,12,may,142,2,357,3,failure,0
22832,37,blue-collar,married,secondary,no,13849,yes,no,unknown,23,may,252,5,-1,0,unknown,0
22833,33,admin.,single,tertiary,no,7608,no,no,cellular,30,mar,238,4,-1,0,unknown,1
22834,51,technician,single,secondary,no,8538,yes,no,cellular,11,aug,126,2,-1,0,unknown,0
22835,32,management,single,tertiary,no,4262,yes,no,cellular,19,nov,361,1,-1,0,unknown,0
22836,35,management,divorced,tertiary,no,141,no,yes,cellular,20,nov,728,1,-1,0,unknown,1
22837,45,management,married,secondary,no,0,no,no,unknown,5,jun,65,2,-1,0,unknown,0
22838,42,management,married,tertiary,no,160,no,no,cellular,20,aug,97,2,-1,0,unknown,0
22839,45,technician,married,secondary,no,2776,yes,no,cellular,27,jul,287,2,181,1,success,1
22840,57,housemaid,married,primary,no,411,yes,no,unknown,27,may,104,3,-1,0,unknown,0
22841,54,management,married,tertiary,no,153,no,no,cellular,12,aug,168,5,-1,0,unknown,0
22842,32,admin.,single,secondary,no,91,yes,no,unknown,14,may,302,2,-1,0,unknown,0
22843,33,technician,single,secondary,no,151,yes,no,cellular,20,apr,104,3,236,6,failure,0
22844,37,admin.,married,secondary,no,11303,no,no,cellular,26,may,500,2,-1,0,unknown,0
22845,34,management,single,tertiary,no,250,no,no,cellular,26,aug,64,2,-1,0,unknown,0
22846,59,technician,divorced,secondary,no,797,yes,no,cellular,18,nov,319,2,165,2,failure,0
22847,31,admin.,single,secondary,yes,-429,no,yes,cellular,18,jul,292,3,-1,0,unknown,0
22848,36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,oct,183,1,91,11,failure,0
22849,30,services,married,secondary,no,9531,no,no,cellular,21,nov,105,4,-1,0,unknown,0
22850,31,technician,married,secondary,no,0,yes,no,cellular,30,jul,126,3,-1,0,unknown,0
22851,51,admin.,divorced,secondary,no,14215,no,no,cellular,13,aug,131,2,-1,0,unknown,0
22852,51,retired,married,secondary,no,806,no,no,unknown,20,jun,32,1,-1,0,unknown,0
22853,46,technician,married,secondary,no,317,yes,yes,cellular,2,feb,24,7,250,1,failure,0
22854,45,admin.,married,unknown,no,1783,no,no,unknown,20,jun,11,11,-1,0,unknown,0
22855,36,management,single,tertiary,no,13,no,yes,cellular,18,nov,106,1,-1,0,unknown,0
22856,29,management,single,tertiary,no,1377,no,no,cellular,8,apr,548,2,-1,0,unknown,1
22857,25,blue-collar,single,primary,no,758,yes,no,cellular,7,may,258,1,357,1,failure,0
22858,57,entrepreneur,married,primary,no,1153,yes,yes,unknown,9,jun,238,6,-1,0,unknown,0
22859,40,blue-collar,married,primary,no,2129,yes,no,cellular,20,apr,1156,3,-1,0,unknown,0
22860,37,technician,married,secondary,no,588,yes,no,cellular,14,aug,65,4,-1,0,unknown,0
22861,40,technician,married,secondary,no,1259,no,no,unknown,20,may,234,5,-1,0,unknown,0
22862,52,management,married,tertiary,no,1177,yes,no,unknown,29,may,473,1,-1,0,unknown,0
22863,28,blue-collar,married,primary,no,5542,yes,no,cellular,16,apr,404,1,-1,0,unknown,0
22864,52,blue-collar,married,primary,no,9804,yes,yes,cellular,18,aug,155,4,-1,0,unknown,0
22865,45,blue-collar,married,secondary,no,530,no,yes,unknown,17,jun,705,1,-1,0,unknown,0
22866,49,blue-collar,married,primary,no,23,yes,no,unknown,23,may,247,1,-1,0,unknown,0
22867,53,blue-collar,married,secondary,no,1570,yes,no,unknown,13,may,29,1,-1,0,unknown,0
22868,42,management,married,secondary,no,372,yes,no,telephone,31,jul,130,8,-1,0,unknown,0
22869,29,services,married,secondary,no,3748,no,no,cellular,28,may,322,3,-1,0,unknown,0
22870,22,student,single,unknown,no,1232,no,no,cellular,30,jul,283,1,430,2,other,1
22871,27,student,single,secondary,no,538,no,no,cellular,18,dec,170,4,197,2,success,1
22872,33,services,married,secondary,no,334,yes,no,unknown,3,jun,23,1,-1,0,unknown,0
22873,44,technician,married,secondary,no,331,yes,no,cellular,20,aug,256,4,-1,0,unknown,0
22874,34,technician,single,secondary,yes,103,yes,yes,cellular,24,jul,147,1,-1,0,unknown,0
22875,43,management,single,tertiary,no,0,no,no,cellular,28,aug,331,2,-1,0,unknown,0
22876,38,admin.,married,secondary,no,0,yes,no,unknown,15,may,225,1,-1,0,unknown,0
22877,33,blue-collar,single,secondary,no,498,no,no,cellular,12,aug,338,2,104,1,success,1
22878,40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018,2,-1,0,unknown,1
22879,54,management,single,tertiary,no,2081,no,no,cellular,15,jun,147,1,-1,0,unknown,0
22880,49,blue-collar,married,unknown,no,2635,no,no,cellular,7,aug,88,2,-1,0,unknown,0
22881,34,services,single,secondary,no,4062,yes,yes,cellular,15,may,29,1,-1,0,unknown,0
22882,30,blue-collar,married,secondary,no,450,no,no,unknown,6,may,526,2,-1,0,unknown,0
22883,33,technician,single,secondary,no,9,no,yes,cellular,25,aug,145,8,-1,0,unknown,0
22884,56,retired,married,primary,no,9367,no,no,cellular,4,may,617,2,-1,0,unknown,1
22885,36,management,married,tertiary,no,200,no,no,cellular,28,aug,131,1,-1,0,unknown,0
22886,57,retired,married,primary,no,0,no,no,cellular,20,aug,340,4,-1,0,unknown,0
22887,48,technician,divorced,secondary,no,168,yes,yes,cellular,15,may,100,2,361,1,other,0
22888,41,services,single,secondary,no,323,yes,no,unknown,15,may,122,6,-1,0,unknown,0
22889,32,management,married,tertiary,no,500,no,yes,cellular,29,aug,107,2,-1,0,unknown,0
22890,33,technician,married,secondary,no,3000,yes,yes,cellular,2,jul,160,1,-1,0,unknown,0
22891,56,retired,married,secondary,no,5879,no,no,unknown,20,jun,237,3,-1,0,unknown,0
22892,29,management,single,secondary,no,0,no,yes,cellular,21,jul,463,2,-1,0,unknown,0
22893,39,services,married,secondary,no,-404,yes,no,cellular,11,may,344,1,-1,0,unknown,0
22894,41,management,married,tertiary,no,437,yes,no,unknown,3,jun,14,21,-1,0,unknown,0
22895,37,admin.,married,tertiary,no,828,yes,no,cellular,6,may,206,2,342,1,failure,0
22896,34,management,single,tertiary,no,1741,yes,no,cellular,15,jun,268,1,-1,0,unknown,0
22897,66,retired,married,secondary,no,0,no,no,cellular,8,oct,189,1,-1,0,unknown,0
22898,52,housemaid,married,primary,no,618,yes,yes,cellular,10,aug,352,2,102,2,failure,0
22899,32,blue-collar,single,secondary,no,706,yes,no,unknown,20,may,152,1,-1,0,unknown,0
22900,26,blue-collar,single,secondary,no,0,no,no,telephone,28,jul,55,2,-1,0,unknown,0
22901,32,services,single,secondary,no,11287,yes,no,cellular,21,nov,92,7,-1,0,unknown,0
22902,39,retired,single,primary,no,-79,no,no,unknown,9,may,180,1,-1,0,unknown,0
22903,46,blue-collar,married,secondary,no,-27,yes,no,cellular,11,may,254,1,-1,0,unknown,0
22904,29,unemployed,single,primary,no,34,no,no,cellular,5,feb,227,1,-1,0,unknown,0
22905,47,management,single,tertiary,no,334,yes,no,cellular,28,jun,614,3,94,9,success,1
22906,47,admin.,married,secondary,no,1387,yes,no,cellular,14,oct,158,1,826,1,failure,0
22907,44,technician,divorced,secondary,no,0,no,no,cellular,12,aug,56,2,-1,0,unknown,0
22908,40,management,married,tertiary,no,0,no,no,cellular,6,aug,131,2,98,6,success,1
22909,55,retired,married,primary,no,1821,no,no,cellular,8,aug,224,2,-1,0,unknown,0
22910,38,retired,single,secondary,no,44,no,no,unknown,29,may,148,1,-1,0,unknown,0
22911,37,admin.,divorced,tertiary,no,-65,no,no,cellular,21,jul,226,1,-1,0,unknown,0
22912,25,services,single,secondary,no,-371,yes,no,cellular,18,may,147,2,347,3,other,0
22913,38,technician,married,secondary,no,7696,yes,no,cellular,20,nov,386,2,-1,0,unknown,0
22914,40,blue-collar,married,primary,no,2495,yes,no,cellular,12,may,135,2,354,3,other,0
22915,33,blue-collar,married,secondary,no,745,yes,no,unknown,23,may,115,4,-1,0,unknown,0
22916,30,management,single,tertiary,no,528,yes,no,unknown,8,may,145,4,-1,0,unknown,0
22917,51,housemaid,divorced,primary,no,3982,no,no,unknown,9,jun,23,1,-1,0,unknown,0
22918,35,technician,married,secondary,no,-706,yes,yes,cellular,18,may,44,2,-1,0,unknown,0
22919,31,blue-collar,single,secondary,no,-806,yes,yes,cellular,24,jul,205,3,-1,0,unknown,0
22920,43,blue-collar,married,primary,no,186,yes,no,unknown,8,may,178,1,-1,0,unknown,0
22921,30,management,single,tertiary,no,55,no,no,cellular,21,aug,132,1,-1,0,unknown,0
22922,48,blue-collar,married,primary,no,559,yes,no,unknown,15,may,1231,2,-1,0,unknown,0
22923,38,blue-collar,single,primary,no,12130,yes,no,cellular,12,may,455,2,328,13,failure,0
22924,53,blue-collar,divorced,primary,no,-1,yes,no,cellular,2,feb,138,3,5,1,other,0
22925,52,blue-collar,married,secondary,no,568,yes,no,telephone,17,apr,246,1,317,1,failure,0
22926,39,technician,married,tertiary,no,93,no,no,cellular,20,aug,162,2,-1,0,unknown,0
22927,32,technician,divorced,tertiary,no,75,no,no,cellular,5,may,104,3,256,9,failure,0
22928,31,blue-collar,married,primary,no,1654,yes,no,cellular,18,may,288,1,-1,0,unknown,0
22929,49,admin.,married,secondary,no,2062,no,no,unknown,30,jun,132,4,-1,0,unknown,0
22930,49,blue-collar,married,secondary,no,233,yes,no,cellular,25,jul,179,2,-1,0,unknown,0
22931,30,self-employed,married,secondary,no,1772,yes,no,cellular,13,apr,158,4,-1,0,unknown,0
22932,36,management,married,tertiary,no,96,no,no,cellular,30,jul,729,4,-1,0,unknown,1
22933,44,housemaid,married,primary,no,0,no,no,cellular,20,aug,174,5,-1,0,unknown,0
22934,51,admin.,married,secondary,no,2662,no,no,telephone,28,jan,148,2,-1,0,unknown,0
22935,37,blue-collar,married,primary,no,1455,yes,no,unknown,21,may,165,2,-1,0,unknown,0
22936,76,retired,married,secondary,no,820,no,no,telephone,23,apr,263,4,-1,0,unknown,1
22937,26,management,single,tertiary,no,14004,yes,no,cellular,23,jul,167,1,-1,0,unknown,0
22938,38,blue-collar,married,primary,no,759,yes,no,cellular,11,may,57,1,-1,0,unknown,0
22939,46,services,divorced,secondary,no,355,yes,no,cellular,8,may,122,2,338,8,other,0
22940,26,blue-collar,married,secondary,no,624,yes,no,cellular,5,feb,188,1,247,4,other,0
22941,63,retired,divorced,primary,no,1840,no,no,cellular,12,mar,71,3,-1,0,unknown,0
22942,39,blue-collar,married,secondary,no,1403,no,no,cellular,11,may,214,8,326,2,failure,0
22943,59,retired,married,primary,no,866,no,yes,cellular,2,feb,88,1,208,1,other,0
22944,55,retired,married,primary,no,159,yes,yes,telephone,23,jul,184,1,-1,0,unknown,0
22945,31,admin.,single,secondary,no,338,no,no,cellular,2,feb,155,2,-1,0,unknown,0
22946,32,admin.,single,tertiary,no,395,yes,no,unknown,6,may,241,3,-1,0,unknown,0
22947,42,blue-collar,divorced,primary,no,103,yes,no,cellular,6,feb,170,1,-1,0,unknown,0
22948,36,blue-collar,married,secondary,no,0,yes,no,cellular,17,jul,72,1,-1,0,unknown,0
22949,30,technician,divorced,tertiary,no,317,yes,no,cellular,15,may,165,3,294,5,failure,0
22950,33,unemployed,divorced,secondary,no,1005,yes,no,telephone,10,nov,175,1,174,2,failure,0
22951,34,technician,married,tertiary,no,7717,yes,no,cellular,18,nov,386,1,-1,0,unknown,0
